spp,treatment,treat,source,block,end_biomass,final_height,survived
FAGR,B-L,B,L,1,0.331,10,1
FAGR,PC-M,PC,M,1,0.476,9,1
FAGR,PC-L,PC,L,1,0.469,9,1
FAGR,B-M,B,M,1,0.325,8,1
FAGR,B-H,B,H,2,0.324,7.5,1
FAGR,B-H,B,H,1,0.2,7.5,1
FAGR,PC-H,PC,H,3,0.311,7,1
FAGR,B-H,B,H,2,0.282,7,1
FAGR,B-L,B,L,2,0.352,6,1
FAGR,B-L,B,L,2,0.187,6,1
FAGR,B-M,B,M,1,0.095,6,1
FAGR,PC-H,PC,H,3,0.293,5.5,1
FAGR,B-L,B,L,1,0.106,5.5,1
FAGR,B-H,B,H,1,0.081,5.5,1
FAGR,B-L,B,L,2,0.08,5.5,1
FAGR,B-L,B,L,2,0.079,5.5,1
FAGR,B-M,B,M,2,0.066,5.5,1
FAGR,PC-M,PC,M,1,0.307,5,1
FAGR,B-L,B,L,2,0.192,5,1
FAGR,B-M,B,M,1,0.171,5,1
FAGR,B-L,B,L,1,0.087,5,1
FAGR,PC-H,PC,H,3,0.066,5,1
FAGR,PC-H,PC,H,3,0.058,5,1
FAGR,B-M,B,M,2,0.057,5,1
FAGR,B-L,B,L,2,0.048,5,1
FAGR,PC-L,PC,L,2,0.416,4.5,1
FAGR,B-L,B,L,2,0.364,4.5,1
FAGR,B-L,B,L,1,0.246,4.5,1
FAGR,B-L,B,L,3,0.218,4.5,1
FAGR,FC-M,FC,M,2,0.157,4.5,1
FAGR,FC-M,FC,M,3,0.142,4.5,1
FAGR,FC-H,FC,H,2,0.131,4.5,1
FAGR,FA-M,FA,M,3,0.078,4.5,1
FAGR,B-H,B,H,2,0.076,4.5,1
FAGR,FA-L,FA,L,3,0.074,4.5,1
FAGR,PC-H,PC,H,1,0.072,4.5,1
FAGR,B-L,B,L,1,0.07,4.5,1
FAGR,B-M,B,M,3,0.069,4.5,1
FAGR,FC-L,FC,L,2,0.068,4.5,1
FAGR,FA-H,FA,H,3,0.067,4.5,1
FAGR,PC-L,PC,L,3,0.062,4.5,1
FAGR,PC-M,PC,M,3,0.061,4.5,1
FAGR,FA-M,FA,M,2,0.06,4.5,1
FAGR,FA-M,FA,M,1,0.058,4.5,1
FAGR,PC-L,PC,L,1,0.056,4.5,1
FAGR,PC-L,PC,L,2,0.048,4.5,1
FAGR,PC-H,PC,H,1,0.048,4.5,1
FAGR,PC-H,PC,H,1,0.042,4.5,1
FAGR,B-H,B,H,1,0.3,4,1
FAGR,PC-M,PC,M,2,0.249,4,1
FAGR,PC-M,PC,M,3,0.196,4,1
FAGR,PC-H,PC,H,1,0.176,4,1
FAGR,PC-L,PC,L,3,0.168,4,1
FAGR,B-M,B,M,2,0.163,4,1
FAGR,FA-L,FA,L,1,0.152,4,1
FAGR,FC-M,FC,M,2,0.146,5,1
FAGR,PC-M,PC,M,1,0.083,4,1
FAGR,B-L,B,L,3,0.081,4,1
FAGR,FA-H,FA,H,3,0.077,4,1
FAGR,FA-L,FA,L,3,0.071,4,1
FAGR,FA-H,FA,H,2,0.066,4,1
FAGR,FC-L,FC,L,3,0.066,4,1
FAGR,PC-M,PC,M,2,0.066,4,1
FAGR,B-L,B,L,2,0.065,4,1
FAGR,FA-M,FA,M,3,0.065,4,1
FAGR,PC-M,PC,M,1,0.065,4,1
FAGR,B-L,B,L,3,0.064,4,1
FAGR,B-M,B,M,1,0.064,4,1
FAGR,B-M,B,M,3,0.064,4,1
FAGR,FA-M,FA,M,3,0.063,4,1
FAGR,FA-H,FA,H,3,0.061,4,1
FAGR,B-H,B,H,3,0.059,4,1
FAGR,FA-H,FA,H,2,0.059,4,1
FAGR,PC-M,PC,M,2,0.058,4,1
FAGR,FA-M,FA,M,2,0.056,4,1
FAGR,PC-H,PC,H,3,0.056,4,1
FAGR,B-M,B,M,2,0.055,4,1
FAGR,B-M,B,M,3,0.055,4,1
FAGR,B-L,B,L,1,0.054,4,1
FAGR,PC-M,PC,M,3,0.054,4,1
FAGR,PC-H,PC,H,3,0.054,4,1
FAGR,PC-H,PC,H,2,0.054,4,1
FAGR,FA-H,FA,H,3,0.053,4,1
FAGR,B-L,B,L,1,0.051,4,1
FAGR,FA-L,FA,L,3,0.051,4,1
FAGR,FA-L,FA,L,1,0.05,4,1
FAGR,PC-M,PC,M,1,0.05,4,1
FAGR,PC-L,PC,L,2,0.049,4,1
FAGR,PC-M,PC,M,1,0.046,4,1
FAGR,B-M,B,M,2,0.044,4,1
FAGR,B-M,B,M,3,0.044,4,1
FAGR,PC-H,PC,H,2,0.044,4,1
FAGR,FA-H,FA,H,2,0.043,4,1
FAGR,PC-H,PC,H,1,0.041,4,1
FAGR,B-H,B,H,3,0.04,4,1
FAGR,PC-M,PC,M,1,0.038,4,1
FAGR,PC-H,PC,H,3,0.239,3.5,1
FAGR,B-L,B,L,1,0.092,3.5,1
FAGR,B-H,B,H,3,0.077,3.5,1
FAGR,FC-H,FC,H,3,0.074,3.5,1
FAGR,PC-H,PC,H,1,0.074,3.5,1
FAGR,PC-L,PC,L,3,0.069,3.5,1
FAGR,B-M,B,M,1,0.067,3.5,1
FAGR,PC-M,PC,M,2,0.065,3.5,1
FAGR,FA-H,FA,H,2,0.064,3.5,1
FAGR,FA-L,FA,L,1,0.063,3.5,1
FAGR,FC-L,FC,L,2,0.063,3.5,1
FAGR,FC-L,FC,L,3,0.063,3.5,1
FAGR,FC-H,FC,H,2,0.062,3.5,1
FAGR,FA-L,FA,L,1,0.061,3.5,1
FAGR,FC-H,FC,H,3,0.06,3.5,1
FAGR,FC-H,FC,H,3,0.059,3.5,1
FAGR,B-H,B,H,1,0.057,3.5,1
FAGR,B-H,B,H,2,0.054,3.5,1
FAGR,PC-M,PC,M,1,0.052,3.5,1
FAGR,B-H,B,H,2,0.051,3.5,1
FAGR,PC-M,PC,M,2,0.049,3.5,1
FAGR,B-H,B,H,2,0.047,3.5,1
FAGR,FA-L,FA,L,3,0.047,3.5,1
FAGR,FC-L,FC,L,3,0.047,3.5,1
FAGR,FC-L,FC,L,3,0.046,3.5,1
FAGR,FC-M,FC,M,3,0.046,5,1
FAGR,FA-M,FA,M,3,0.044,3.5,1
FAGR,PC-L,PC,L,1,0.042,3.5,1
FAGR,PC-H,PC,H,1,0.042,3.5,1
FAGR,PC-L,PC,L,3,0.034,3.5,1
FAGR,B-H,B,H,1,0.029,3.5,1
FAGR,B-L,B,L,3,0.04,3,1
FAGR,B-L,B,L,1,0.117,3,1
FAGR,B-L,B,L,1,0.092,3,1
FAGR,B-L,B,L,1,0.06,3,1
FAGR,B-L,B,L,3,0.033,3,1
FAGR,FC-L,FC,L,1,0.1,3,1
FAGR,FA-L,FA,L,1,0.164,3,1
FAGR,FA-M,FA,M,3,0.155,3,1
FAGR,FA-L,FA,L,1,0.107,3,1
FAGR,FA-H,FA,H,2,0.1,3,1
FAGR,FA-M,FA,M,3,0.074,3,1
FAGR,B-L,B,L,3,0.351,3,1
FAGR,B-M,B,M,3,0.343,3,1
FAGR,FA-L,FA,L,1,0.251,3,1
FAGR,FC-H,FC,H,1,0.188,3,1
FAGR,PC-H,PC,H,1,0.168,3,1
FAGR,B-M,B,M,3,0.161,3,1
FAGR,PC-M,PC,M,3,0.155,3,1
FAGR,PC-L,PC,L,1,0.148,3,1
FAGR,B-L,B,L,3,0.126,3,1
FAGR,PC-L,PC,L,1,0.121,3,1
FAGR,FA-M,FA,M,3,0.114,3,1
FAGR,FC-M,FC,M,3,0.11,3,1
FAGR,FC-M,FC,M,1,0.1,3,1
FAGR,FA-L,FA,L,2,0.093,3,1
FAGR,B-H,B,H,1,0.092,3,1
FAGR,B-H,B,H,3,0.091,3,1
FAGR,FC-H,FC,H,1,0.088,3,1
FAGR,FC-L,FC,L,3,0.079,3,1
FAGR,FC-L,FC,L,1,0.078,3,1
FAGR,B-H,B,H,1,0.077,3,1
FAGR,FA-H,FA,H,1,0.075,3,1
FAGR,FC-H,FC,H,2,0.075,3,1
FAGR,FA-L,FA,L,2,0.072,3,1
FAGR,FA-H,FA,H,3,0.07,3,1
FAGR,B-M,B,M,2,0.069,3,1
FAGR,FA-H,FA,H,2,0.068,3,1
FAGR,B-M,B,M,3,0.067,3,1
FAGR,B-H,B,H,3,0.066,3,1
FAGR,FA-H,FA,H,1,0.064,3,1
FAGR,FA-H,FA,H,3,0.064,3,1
FAGR,FC-L,FC,L,2,0.064,3,1
FAGR,FC-L,FC,L,1,0.064,3,1
FAGR,B-L,B,L,3,0.063,3,1
FAGR,FC-M,FC,M,3,0.062,3,1
FAGR,FC-L,FC,L,2,0.061,3,1
FAGR,B-H,B,H,2,0.058,3,1
FAGR,FC-L,FC,L,3,0.058,3,1
FAGR,FC-M,FC,M,2,0.058,3,1
FAGR,B-H,B,H,1,0.056,3,1
FAGR,FA-L,FA,L,3,0.056,3,1
FAGR,FC-L,FC,L,1,0.056,3,1
FAGR,PC-M,PC,M,2,0.054,3,1
FAGR,B-L,B,L,3,0.053,3,1
FAGR,FC-M,FC,M,1,0.053,3,1
FAGR,B-L,B,L,3,0.052,3,1
FAGR,B-M,B,M,1,0.052,3,1
FAGR,FC-H,FC,H,1,0.052,3,1
FAGR,PC-L,PC,L,2,0.052,3,1
FAGR,FA-L,FA,L,3,0.051,3,1
FAGR,FC-M,FC,M,3,0.051,3,1
FAGR,FA-H,FA,H,2,0.05,3,1
FAGR,FA-H,FA,H,3,0.05,3,1
FAGR,FC-L,FC,L,2,0.05,3,1
FAGR,FC-H,FC,H,3,0.05,3,1
FAGR,PC-L,PC,L,3,0.047,3,1
FAGR,B-M,B,M,1,0.046,3,1
FAGR,FA-L,FA,L,3,0.046,3,1
FAGR,FA-M,FA,M,1,0.046,3,1
FAGR,FC-L,FC,L,3,0.046,3,1
FAGR,B-H,B,H,3,0.045,3,1
FAGR,FC-H,FC,H,2,0.045,3,1
FAGR,PC-M,PC,M,1,0.045,3,1
FAGR,PC-M,PC,M,2,0.045,3,1
FAGR,B-L,B,L,2,0.044,3,1
FAGR,PC-M,PC,M,2,0.043,3,1
FAGR,PC-H,PC,H,3,0.043,3,1
FAGR,FA-H,FA,H,3,0.042,3,1
FAGR,FA-L,FA,L,3,0.041,3,1
FAGR,FA-H,FA,H,2,0.041,3,1
FAGR,PC-M,PC,M,1,0.041,3,1
FAGR,B-L,B,L,1,0.04,3,1
FAGR,FA-H,FA,H,3,0.04,3,1
FAGR,FA-H,FA,H,3,0.039,3,1
FAGR,FC-H,FC,H,3,0.039,3,1
FAGR,PC-L,PC,L,2,0.039,3,1
FAGR,PC-M,PC,M,1,0.039,3,1
FAGR,PC-M,PC,M,3,0.038,3,1
FAGR,FC-L,FC,L,1,0.036,3,1
FAGR,FC-H,FC,H,1,0.035,3,1
FAGR,FC-H,FC,H,3,0.035,3,1
FAGR,PC-M,PC,M,2,0.033,3,1
FAGR,PC-H,PC,H,1,0.033,3,1
FAGR,PC-H,PC,H,2,0.234,2.5,1
FAGR,PC-L,PC,L,3,0.177,2.5,1
FAGR,B-M,B,M,3,0.122,2.5,1
FAGR,FC-L,FC,L,2,0.1,2.5,1
FAGR,FC-L,FC,L,2,0.064,2.5,1
FAGR,PC-M,PC,M,3,0.063,2.5,1
FAGR,FC-L,FC,L,1,0.062,2.5,1
FAGR,B-M,B,M,2,0.059,2.5,1
FAGR,PC-H,PC,H,3,0.059,2.5,1
FAGR,FC-L,FC,L,3,0.058,2.5,1
FAGR,B-H,B,H,2,0.056,2.5,1
FAGR,FA-L,FA,L,1,0.055,2.5,1
FAGR,FC-M,FC,M,2,0.055,2.5,1
FAGR,FC-M,FC,M,2,0.055,2.5,1
FAGR,B-H,B,H,1,0.051,2.5,1
FAGR,FA-L,FA,L,1,0.05,2.5,1
FAGR,PC-M,PC,M,2,0.05,2.5,1
FAGR,FA-H,FA,H,1,0.049,2.5,1
FAGR,FC-H,FC,H,2,0.046,2.5,1
FAGR,B-L,B,L,3,0.045,2.5,1
FAGR,FC-M,FC,M,1,0.044,2.5,1
FAGR,FC-L,FC,L,2,0.041,2.5,1
FAGR,B-L,B,L,1,0.04,2.5,1
FAGR,PC-L,PC,L,3,0.04,2.5,1
FAGR,FC-M,FC,M,3,0.034,2.5,1
FAGR,FC-L,FC,L,2,0.026,2.5,1
FAGR,FC-M,FC,M,1,0.156,2,1
FAGR,PC-L,PC,L,2,0.12,2,1
FAGR,PC-H,PC,H,2,0.12,2,1
FAGR,B-M,B,M,1,0.102,2,1
FAGR,FC-L,FC,L,2,0.1,2,1
FAGR,FA-L,FA,L,3,0.08,2,1
FAGR,FA-H,FA,H,1,0.079,2,1
FAGR,FA-L,FA,L,3,0.073,2,1
FAGR,B-M,B,M,1,0.06,2,1
FAGR,B-M,B,M,1,0.06,2,1
FAGR,FC-M,FC,M,1,0.058,2,1
FAGR,PC-L,PC,L,1,0.058,2,1
FAGR,B-M,B,M,1,0.057,2,1
FAGR,FA-L,FA,L,2,0.057,2,1
FAGR,PC-M,PC,M,1,0.051,2,1
FAGR,FA-M,FA,M,1,0.05,2,1
FAGR,PC-L,PC,L,3,0.05,2,1
FAGR,PC-H,PC,H,1,0.05,2,1
FAGR,FA-H,FA,H,3,0.049,2,1
FAGR,FC-H,FC,H,1,0.049,2,1
FAGR,PC-H,PC,H,2,0.049,2,1
FAGR,FA-L,FA,L,2,0.048,2,1
FAGR,FA-M,FA,M,2,0.048,2,1
FAGR,FA-M,FA,M,2,0.046,2,1
FAGR,FC-L,FC,L,1,0.044,2,1
FAGR,PC-H,PC,H,2,0.044,2,1
FAGR,FA-M,FA,M,2,0.04,2,1
FAGR,PC-M,PC,M,1,0.039,2,1
FAGR,PC-M,PC,M,2,0.038,2,1
FAGR,B-H,B,H,1,0.037,2,1
FAGR,PC-L,PC,L,2,0.036,2,1
FAGR,PC-H,PC,H,2,0.036,2,1
FAGR,FA-M,FA,M,3,0.035,2,1
FAGR,FC-H,FC,H,3,0.035,2,1
FAGR,B-M,B,M,3,0.034,2,1
FAGR,B-H,B,H,2,0.034,2,1
FAGR,PC-L,PC,L,1,0.032,2,1
FAGR,PC-H,PC,H,2,0.03,2,1
FAGR,PC-H,PC,H,2,0.03,2,1
FAGR,FC-M,FC,M,1,0.027,2,1
FAGR,PC-L,PC,L,1,0.027,2,1
FAGR,PC-L,PC,L,3,0.2,1.5,1
FAGR,FC-H,FC,H,1,0.089,1.5,1
FAGR,PC-M,PC,M,3,0.079,1.5,1
FAGR,FC-L,FC,L,1,0.068,1.5,1
FAGR,PC-M,PC,M,2,0.053,1.5,1
FAGR,B-H,B,H,3,0.051,1.5,1
FAGR,B-M,B,M,3,0.05,1.5,1
FAGR,FC-M,FC,M,1,0.05,1.5,1
FAGR,PC-L,PC,L,1,0.041,1.5,1
FAGR,FA-M,FA,M,1,0.04,1.5,1
FAGR,B-M,B,M,3,0.038,1.5,1
FAGR,FA-H,FA,H,2,0.038,1.5,1
FAGR,FC-L,FC,L,1,0.036,1.5,1
FAGR,PC-L,PC,L,1,0.036,1.5,1
FAGR,FA-H,FA,H,2,0.034,1.5,1
FAGR,PC-H,PC,H,1,0.033,1.5,1
FAGR,B-H,B,H,2,0.03,1.5,1
FAGR,PC-L,PC,L,2,0.05,1,1
FAGR,PC-L,PC,L,2,0.047,1,1
FAGR,FA-M,FA,M,3,0.04,0.5,1
FAGR,FA-M,FA,M,2,0.047,,0
FAGR,B-L,B,L,1,,,0
FAGR,B-L,B,L,1,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,3,,,0
FAGR,B-L,B,L,3,,,0
FAGR,B-L,B,L,1,,,0
FAGR,B-L,B,L,1,,,0
FAGR,B-L,B,L,1,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-L,B,L,3,,,0
FAGR,B-L,B,L,3,,,0
FAGR,B-L,B,L,3,,,0
FAGR,B-L,B,L,3,,,0
FAGR,B-L,B,L,3,,,0
FAGR,B-L,B,L,2,,,0
FAGR,B-M,B,M,1,,,0
FAGR,B-M,B,M,1,,,0
FAGR,B-M,B,M,1,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,3,,,0
FAGR,B-M,B,M,3,,,0
FAGR,B-M,B,M,3,,,0
FAGR,B-M,B,M,1,,,0
FAGR,B-M,B,M,1,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,3,,,0
FAGR,B-M,B,M,3,,,0
FAGR,B-M,B,M,1,,,0
FAGR,B-M,B,M,1,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,2,,,0
FAGR,B-M,B,M,3,,,0
FAGR,B-M,B,M,3,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,1,,,0
FAGR,B-H,B,H,2,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,B-H,B,H,3,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,1,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,2,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-L,FA,L,3,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,1,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,2,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-M,FA,M,3,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,3,,,0
FAGR,FA-H,FA,H,3,,,0
FAGR,FA-H,FA,H,3,,,0
FAGR,FA-H,FA,H,3,,,0
FAGR,FA-H,FA,H,3,,,0
FAGR,FA-H,FA,H,3,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,1,,,0
FAGR,FA-H,FA,H,2,,,0
FAGR,FA-H,FA,H,3,,,0
FAGR,FC-L,FC,L,1,,,0
FAGR,FC-L,FC,L,1,,,0
FAGR,FC-L,FC,L,1,,,0
FAGR,FC-L,FC,L,1,,,0
FAGR,FC-L,FC,L,2,,,0
